Uuid,Attribute|54686249-2c26-4dd9-be90-fc7868dedd8f,Name,Attribute|d4e54a2f-39bf-4b0a-8000-f2048eddbe12,Description,Attribute|f369dbaa-3a0a-416e-97d1-cac1a230824f,County/District,State/Province,Address 4,Void/Retire,_order:1000,Unnamed: 11
8e09a16a-27da-4695-9608-5c7be6b90bbd,1032100,Tokuma Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,West Shewa Zone,Gindebert,,,
4d20f84c-3cd4-4961-82b8-d18d3692195f,1034226,Tokuma Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Arsi zone,Merti,,,
5b9398f5-e0ff-4524-91e7-88981bcfc7f3,1038712,Tokuma Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Horo Gudru Wellega Zone,Shambu,,,
d89112ba-1167-4eb0-adca-b6c3151e16ef,1079789,Tokuma Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,West Arsi Zone,Arsi Negele Town,,,
ceb129d0-0e50-4b17-aa24-0a1b423b9f3f,1084226,Tokuma Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Arsi zone,Munesa,,,
04032e2e-bfe4-4594-8e45-28cfd5821829,1095083,Tokuma Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,East Wollega Zone,Haro Limu,,,
bfc9c128-c95f-4a72-8a69-4e472c98171a,1096100,Tokuma Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Nejo Town,Nejo Town,,,
bce3d3d3-6e63-47a7-a056-342bbbca458f,1096486,Tokuma Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Arsi zone,Limuna Bilbilo,,,
28ffd327-755d-43c1-a3d9-f2457dbc622f,1096521,Tokuma Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Bale Zone,Gasera,,,
2e838873-4508-43cd-866e-c6b105ec3e08,1098635,Tokuma Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Guji Zone,Aga Wayyu,,,
87a33676-ced8-4297-aec4-7da4691eeba3,1098636,Tokuma Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Guji Zone,,,,
9809fbeb-56b9-494b-8e6f-c2fb2ccc4112,1098773,Tokuma Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,East Wollega Zone,Limu,,,
50cdf4d4-aa94-4fd5-848d-211d8843fbdf,1100465,Tokuma Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Jimma Town,Jimma Town,,,
ba1c972d-d8c9-4a69-b755-a99e189b0ca5,1102144,Tokuma Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Moyale Town,,,,
9004febe-a44b-4d3c-9b57-962b357e2421,1084296,Tokuma Medium Clinic ,Operational,Medium Clinic,Clinic,Oromia Region,Arsi zone,Tena,,,
a631656e-c98c-4bcd-a137-9f5313a4d321,1088047,Tokuma Medium Clinic ,Operational,Medium Clinic,Clinic,Oromia Region,Batu Town,Batu Town,,,
60eec6ea-732c-4e79-a93d-0526a35012e1,1088942,Tokuma Medium Clinic ,Operational,Medium Clinic,Clinic,Oromia Region,West Guji Zone,Gelana,,,
f03b2c41-147c-4b2f-aa9c-3dda97e703c0,1057919,Tokuma Medium Clinic No.1,Operational,Medium Clinic,Clinic,Oromia Region,North Shewa Zone,Fitche Town,,,
ded3aee2-3d4f-4037-baf7-91b42986a249,1033155,Tokuma Pimary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Guji Zone,Uraga,,,
005c64e0-3e7d-4cd8-87b7-6f9490a7ecc0,1079069,Tokuma Primary,Operational,Primary Clinic,Clinic,Oromia Region,Arsi zone,Munesa,,,
6a11a8e9-fe95-4cc2-8a74-fcd75575dacb,1011273,Tokuma Primary clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Guji Zone,Hambela Wamena,,,
ab29e1f6-da5b-43d0-8641-1f34e8319759,1033591,Tokuma Primary clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Guji Zone,Birbirsa Kojowa,,,
8d478cd7-04dc-434d-81bc-082cf09153b2,1036604,Tokuma Primary clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Arsi Zone,Adaba,,,
3b9506e3-f14d-42ef-84ff-158704dea5bd,1036594,Tokuma  Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Arsi Zone,Dodola Rural,,,
9cc1a767-ece3-48c0-acfc-94dd9b6dd7e5,1011265,Tokuma Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Ilu Aba Bora Zone,Bure,,,
3ad18eda-a9fd-4971-bc3a-c24fcb50124f,1011266,Tokuma Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Arsi Zone,Shashemene Zuria,,,
fb3d64fa-7f5f-4f7c-ac63-d15051f13398,1011268,Tokuma Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Arsi zone,Munesa,,,
5bf6ec9d-2651-4a5c-9541-a7956d38ac0e,1011276,Tokuma Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,East Wollega Zone,Ebantu,,,
f53ddbdb-c757-4345-aa79-63471d273db3,1011278,Tokuma Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Shakiso Town,shakiso Town,,,
7b735794-54f0-4a12-a23c-99df7cdb8660,1011279,Tokuma Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Guji Zone,Uraga,,,
74180b16-5596-4ec5-bbd3-d07a435e7517,1031207,Tokuma Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Bale Zone,Berbere,,,
678661a6-6cdb-436d-9523-deb20f99e8f3,1031445,Tokuma Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Arsi zone,Bale Gasgar,,,
e8217ced-d373-43c7-adf6-8a4293d73df3,1031528,Tokuma Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Shewa Zone,Bako Tibe,,,
2d2ec128-4d87-4f46-bdd3-827cbf56ee81,1031802,Tokuma Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Arsi zone,Digeluna Tijo,,,
185f9b82-cc0f-4fd3-a165-b93579b576cb,1032035,Tokuma Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Guji Zone,Kercha Town,,,
269b8c1c-b8e6-4c6d-b614-07859d7c9a09,1033249,Tokuma Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Guji Zone,Saba Boru,,,
3d5ac00a-03e0-4ee0-b3f6-873e6647498b,1036500,Tokuma Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Arsi Zone,Kokosa,,,
2db1868f-e810-4bd7-93c3-37e4f9e36d6f,1036621,Tokuma Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Arsi Zone,Gedeb Hasasa,,,
65b4dbc2-e57f-4a77-9348-c25369b3ab46,1036627,Tokuma Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Arsi Zone,Nansebo,,,
3c7e8405-4a12-41d8-9e2d-3d91d4d3078e,1049745,Tokuma Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,East Wollega Zone,Gida Ayana,,,
1b39e8b9-f4e3-44d6-9888-9c4b5901fe5c,1050181,Tokuma Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Wollega Zone,Mene Sibu,,,
93d04e6d-2a2f-458c-a3a1-54806ecec194,1053682,Tokuma Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Arsi Zone,Arsi Negele Town,,,
325141b7-cc5f-4889-b3a6-fb75082499b8,1078730,Tokuma Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,East Shewa Zone,Boset,,,
96e0a80b-a45a-4d6a-8b62-78dc50a68cc0,1088060,Tokuma Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Nejo Town,Nejo Town,,,
1e05d838-e204-439a-931f-ae61c0a9e285,1088469,Tokuma Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Wollega Zone,Gimbi Town,,,
21377f4d-3de3-40fe-b4c5-b8d02f872a06,1089163,Tokuma Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Wollega Zone,Qondala,,,
0faf32e3-c04d-468d-ad65-80f95db0248e,1089177,Tokuma Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Bule Hora Town,Bule Hora Town,,,
75deb1bf-9722-4b93-9767-8cac8511a3ba,1090840,Tokuma Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Wollega Zone,Yubdo,,,
baeb7057-f322-48c2-9240-9e3552f3f62c,1094343,Tokuma Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Hararge Zone,Bedesa,,,
21854b6c-abd5-4f1b-80b8-ace58ed7a9cc,1088116,Tokuma Primary Clinic ,Operational,Primary Clinic,Clinic,Oromia Region,West Guji Zone,Abaya,,,
c4375047-ffac-4c0e-b28f-91ce490f2142,1093307,Tokuma Primary Clinic ,Operational,Primary Clinic,Clinic,Oromia Region,West Hararge Zone,Gelemso Town,,,
25fc7a54-d936-4327-b066-eb7852cb9d2a,1092737,Tokumma Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Wollega Zone,Mene Sibu,,,
c88b7c6a-dafe-44f4-bded-77182c40323f,1050662,Tola Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Wollega Zone,Seyo Nole,,,
293059b4-8cb5-42cf-8db9-17756172f34d,1049083,Tolay Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Jimma Zone,Botor Tolay,,,
11c459f5-71bc-4a1b-a45f-805cb3d687dc,1001315,Tolcha Delessa Medium Clinic,Operational,Medium Clinic,Clinic,Addis Ababa City Administration,Kirkos Sub City,Woreda 2,,,
99055984-0886-4290-a94c-155c8812f2ce,1049447,Tole Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Jimma Zone,Limu Seka,,,
a6c63054-24f9-4ff9-a5fe-c9a3af0c911e,1088035,Tolera Medium Dental Clinic ,Operational,Dental Medium Clinic,Specialty Clinic,Oromia Region,Woliso Town,Woliso Town,,,
e301de0f-dff3-4a09-9a71-96988144048f,1050904,Tolesa Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Wollega Zone,Seyo Nole,,,
a2673210-193d-4a9a-853d-699f23e1b910,1084899,Tolosa Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Ilu Aba Bora Zone,Sele Nono,,,
a3d037e9-cb8c-402d-a7c0-7e26fcd5e22b,1091361,Tomas Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,West Wollega Zone,Mendi Twon,,,
3b3ac5d8-ee6c-43e0-8355-0fb88859950e,1029485,Tom Dialysis Specialty clinic,Operational,Dialysis Clinic,Specialty Clinic,Addis Ababa City Administration,Yeka Sub City,Woreda 8,,,
3e1da40f-72a2-4dc1-99f8-c69aaec9fda0,1061992,Tom Medium Clinic,Operational,Medium Clinic,Clinic,Afar Region,Zone 3,Adobtele Town Administration,,,
fd72207b-4c8d-4edb-9e59-9a08ba51a9ee,1100203,Tona Care Primary Hospital,Operational,Primary Hospital,Hospital,South Ethiopia Region,Sodo Twon,Sodo Twon,,,
5ce498ac-b06d-4120-8c0d-288caf3ed06a,1044638,Tona Medium Dental Clinic,Operational,Dental Medium Clinic,Specialty Clinic,South Ethiopia Region,Sodo Twon,Sodo Twon,,,
0d73ac00-ba84-4666-96ed-1d031a26a2e8,1063875,Tongo Primary Clinic,Operational,Primary Clinic,Clinic,Benishangul-Gumuz Region,Mao Komo Special Woreda,Mao Komo Special,,,
70e67a86-954a-4afb-82e9-efc46d473c31,1029679,Toniam Speciality Clinic,Operational,Dental clinic,Specialty Clinic,Addis Ababa City Administration,Yeka Sub City,Woreda 7,,,
f507bc55-26a1-4296-acca-866802607090,1031988,Tony Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Modjo Town,Mojo Town,,,
41971ce9-a38c-4813-97e5-b66a7d630a5c,1093044,Top Dental Medium Clinic ,Operational,Dental Medium Clinic,Specialty Clinic,Addis Ababa City Administration,Bole Sub City,Woreda 1,,,
fd72a565-031f-426e-a045-3c60c8e8bb14,1098485,Top Dental Medium Clinic ,Operational,Dental Medium Clinic,Specialty Clinic,South West Ethiopia Region,Bench Sheko Zone,Mizan Aman Town Administration,,,
366f16b9-8e28-4530-8393-ebb4507a6037,1039054,Top Medium clinic,Operational,Medium Clinic,Clinic,Harari Region,Shenkor,,,,
dd853e34-914c-4f83-81bd-b8c80a7e98c8,1099352,Tora Medium Clinic ,Operational,Medium Clinic,Clinic,Central Ethiopia Region,Silte Zone,tora town adminstration,,,
4d6ca722-ed22-4f0b-99c9-e18cb0d65d3b,1046107,Tora Primary Hospital,Operational,Primary Hospital,Hospital,Central Ethiopia Region,Silte Zone,tora town adminstration,,,
ba226667-bd93-4049-8316-411f16eae85f,1099694,Toray Dental Specialty Clinic ,Operational,Dental Speciality Clinic,Specialty Clinic,Addis Ababa City Administration,Bole Sub City,Woreda 13,,,
936a5a0b-bc48-4575-9e9b-70cdc6796983,1097859,Torban Siba Medium clinic,Operational,Medium Clinic,Clinic,Oromia Region,West Wollega Zone,Nole Kaba,,,
e0947789-9e05-4884-8dfe-757ee8593368,1037245,Torhailoch Comprehensive Specialize Hospital,Operational,Comprehensive Specialized Hospital,Hospital,Addis Ababa City Administration,Lideta Sub City,Woreda 2,,,
0398666c-0707-49ef-9287-0a6d6f47e87a,1071384,Tossa Surgical And Internal Medicine Specialty Center,Operational,"Internal Medicine Center,Surgery Center",Specialty Center,Amhara Region,Dessie Town Administration,Dessie Town,,,
b1923eea-6d60-42a7-a5c0-c7ea65c3a9d7,1101747,Total Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Metu Town,Metu Town,,,
ce26145a-2cfb-4ec1-9243-47e153941b16,1034869,Totenda Primary Clinic,Operational,Primary Clinic,Clinic,Central Ethiopia Region,Gurage Zone,Woliket Town,,,
b0d23921-8bf5-4e55-8360-4dea6af25004,1058262,Towfik Primary Clinic ,Operational,Primary Clinic,Clinic,Somali Region,Jarar,Degahbur city,,,
498798c5-bfa0-4922-b20c-6437026887de,1071453,Toyba Medium Clinic,Operational,Medium Clinic,Clinic,Amhara Region,Bahirdar Town Administration,Bahir Dar Town,,,
e1452ae5-914d-4e99-be5a-f0449f34758d,1090421,Toz Internal Medicine Specialty Clinic,Operational,Internal Medicine clinic,Specialty Clinic,Addis Ababa City Administration,Addis Ketema Sub City,Woreda 8,,,
c162eea4-e030-4ace-afbd-8bc3a8fcc557,1101072,Transitional Medium Clinic,Operational,Medium Clinic,Clinic,South Ethiopia Region,Wolaita zone,Duguna fango woreda,,,
a4b9201f-3611-4de1-9267-d6f46153a986,1044419,Trebiyan Speciality Clinic,Operational,Dermatology clinic,Specialty Clinic,Addis Ababa City Administration,Bole Sub City,Woreda 3,,,
6a41b7f5-1d00-425c-b572-f8b89c8226d3,1029498,Tropical Medium Clinic,Operational,Medium Clinic,Clinic,Addis Ababa City Administration,Addis Ketema Sub City,Woreda 11,,,
17640981-8237-4c57-8947-8d84033bfe67,1090201,Tropical Medium Clinic,Operational,Medium Clinic,Clinic,Addis Ababa City Administration,Lideta Sub City,Woreda 4,,,
7afcc7d6-b70d-4669-bd89-45d2146c8abb,1092545,Tropical Medium Clinic,Operational,Medium Clinic,Clinic,Addis Ababa City Administration,Kolfe Sub city,Woreda 4,,,
d3c3f0c8-f755-4db0-91a2-ea7a19e6f60f,1102015,True Care Medium Clinic,Operational,Medium Clinic,Clinic,South Ethiopia Region,Wolaita zone,Boditi town,,,
d41f1f82-720b-4d30-b883-0de2ceac0034,1090420,Trust Internal Medicen Speciality Clinic ,Operational,Internal Medicine clinic,Specialty Clinic,Addis Ababa City Administration,Addis Ketema Sub City,Woreda 5,,,
15c55cef-2ef7-49c0-a9a4-970b4f88f5c4,1048024,Trust medium clinic,Operational,Medium Clinic,Clinic,Oromia Region,Sheger City,Furi Sub -City,,,
82052a2d-345f-446b-aba0-61e1dd6102b0,1082326,Tsadiku Primary Clinic ,Operational,Primary Clinic,Clinic,South West Ethiopia Region,Kaffa Zone,Tello Woreda,,,
ed3d88e9-2d7f-46a0-9465-994a08ab943f,1038386,Tsadqane Mariyam,Operational,Primary Clinic,Clinic,Oromia Region,East Shewa Zone,Gumbichu,,,
31e61ccc-3f7d-47a6-b83e-c4c8b2408b46,1042076,Tsat Primary Clinic,Operational,Primary Clinic,Clinic,South West Ethiopia Region,Bench Sheko Zone,Gide Bench Woreda,,,
7481d41c-c50a-4b66-8181-99710d6de3c5,1011313,Tsedalemariam Medium Clinic,Operational,Medium Clinic,Clinic,Tigray Region,Mekelle Zone,Quiha,,,
feef6fbc-2745-4687-814b-4f190958d4a8,1095960,Tsedale Medium Clinic,Operational,Medium Clinic,Clinic,Afar Region,Zone 1,Dubti City Administration,,,
de4df532-7d8e-4425-99e1-278b34a7e184,1074196,Tsedal Gebre Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,North Wollo Zone,Meket,,,
a94b7fc1-a146-4db0-9045-e457a05979e8,1074016,Tsedal Obstetrics And Gynecology Specialty Clinic,Operational,Obstetrics and gynecology clinic,Specialty Clinic,Amhara Region,Bahirdar Town Administration,Bahir Dar Town,,,
9eb11cf9-9710-48eb-8435-33250b574476,1097631,Tsedalu Primary clinic,Operational,Primary Clinic,Clinic,Amhara Region,South Gondar Zone,Estie,,,
752f7232-1af2-4086-aebb-721080b82b20,1080000,Tsedeke Primary Clinic,Operational,Primary Clinic,Clinic,Central Ethiopia Region,Hadiya Zone,west badewacho,,,
355cdbad-2fae-4f92-95e3-cc40fe01c667,1075483,Tsedey medium Clinic,Operational,Medium Clinic,Clinic,Amhara Region,South Wollo Zone,Borena,,,
730d116c-1677-40ce-ac9b-67a822c4c346,1001325,Tsedey Primary Clinic,Operational,Primary Clinic,Clinic,Addis Ababa City Administration,Kirkos Sub City,Woreda 4,,,
8d87e7b3-4190-445c-9b7d-f29ace4452d3,1089206,Tsedu Primery Clinic,Operational,Primary Clinic,Clinic,South Ethiopia Region,Gardula zone,Derashe woreda,,,
7d79b168-ca6a-4487-89fa-9c134e2a3bbc,1083679,Tsega Ophthalmic Medium Clinic,Operational,Ophthalmic Medium Clinic,Specialty Clinic,Oromia Region,Sendafa Beke Town,Sandafa Woreda,,,
0a64150c-3e0a-4355-887a-12e9cb446c9f,1045948,tsega primary clinic,Operational,Primary Clinic,Clinic,South Ethiopia Region,Koore zone,Sarmale Woreda,,,
84cdfb48-5893-4665-8ea1-abbdeddcd10d,1048274,Tsega Primary Clinic,Operational,Primary Clinic,Clinic,South Ethiopia Region,gofa zone,Beto town,,,
8ca9ba4b-7e82-417e-aa2a-f6dc9f82fdd1,1095954,Tsegaye and Henok Primary Clinic,Operational,Medium Clinic,Clinic,Amhara Region,Awi Zone,Ayehu Guagusa,,,
bc17b94d-910f-4d28-8772-77e9dd349b4e,1099716,Tsegaye Dental Medium Clinic ,Operational,Dental Medium Clinic,Specialty Clinic,Oromia Region,West Wollega Zone,Gimbi Town,,,
cf5f8455-98ec-4da8-aceb-75e85d20f35b,1001327,Tsegaye Liben Primary  Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Adama Town,Lugo Sub City,,,
9788b2d3-7461-46fd-9b3c-08b26bff2c4d,1074800,Tsegaye Medium Clinic,Operational,Medium Clinic,Clinic,Amhara Region,South Gondar Zone,Farta,,,
a2ce554c-26e5-4e5b-9d06-7422c046988c,1090190,Tsegaye Medium Clinic,Operational,Medium Clinic,Clinic,Central Ethiopia Region,Hadiya Zone,Gombora woreda,,,
cf0b1788-49ee-4ce4-94c3-cb42d57329a4,1076359,Tsegaye primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,Bahirdar Town Administration,Bahir Dar Town,,,
66cb6c15-ed8f-4c26-9d83-6978d233e6a5,1046320,Tsegaye Primary Clinic,Operational,Primary Clinic,Clinic,South Ethiopia Region,Wolaita zone,Ofa woreda,,,
0759b86e-b63a-44d6-bad0-3c58322a0756,1050049,Tsegaye Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Wollega Zone,Jarso,,,
b1e0f3d7-8cc7-452d-b6df-7369ca26859b,1076568,Tsegaye Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,Awi Zone,Ayehu Guagusa,,,
d4034096-04d5-4ab7-816c-0a0b7eb2652c,1076717,Tsegaye Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,Central Gondar Zone,Lay Armacho,,,
1cb841bd-31c3-4206-b861-acae59996204,1082405,Tsegaye Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,North Wollo Zone,Habru,,,
2016f065-fc59-4bed-9313-789e369dd4b4,1098580,Tsegaye Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,North Gojjam Zone,Bahir dar Zuriya Woreda,,,
7daf9c25-f3c5-41e5-9189-4c074ab49cfd,1032647,Tsegaye Primer Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Shewa Zone,Liban Jawi,,,
e1e60439-672f-4719-a679-9e9fa01dd66d,1071110,Tsegaye  Primery Clinic,Operational,Primary Clinic,Clinic,Amhara Region,Awi Zone,Jawi,,,
f42a7370-02c7-4355-b7ca-d874133c2576,1011325,Tsegay Medium Clinic,Operational,Medium Clinic,Clinic,Benishangul-Gumuz Region,Assosa Zone,Bambasi Woreda,,,
a5473dad-4155-41ca-9b63-c075d92c143a,1040724,Tsegay Pediatric Specialty clinc,Operational,Pediatric clinic,Specialty Clinic,Tigray Region,Central Zone,Axum Town,,,
d7e6d4f0-80d9-4d96-beea-fc8044b1c529,1082197,Tsegay Primary  Clinic,Operational,Primary Clinic,Clinic,Amhara Region,Awi Zone,Dangla Zuria,,,
dab8f8c9-5e2e-461f-93d4-642cc8a51ef7,1029477,Tsegereda Dialysis Speciality Clinic,Operational,Dialysis Clinic,Specialty Clinic,Addis Ababa City Administration,Addis Ketema Sub City,Woreda 9,,,
71cdf53d-3c46-4cc6-bf2d-ed68d6c48410,1075767,Tsegereda Medium Clinic,Operational,Medium Clinic,Clinic,Amhara Region,Bahirdar Town Administration,Bahir Dar Town,,,
629a0976-d933-4e96-92e6-8ce8226622f1,1064240,Tsegi Dental Midium Clinic,Operational,Dental Medium Clinic,Specialty Clinic,Oromia Region,Sheger City,Sululta Sub-City,,,
ea566789-32bd-4092-a3d8-9d73f1be010c,1086966,Tsehay Gibat Primary Clinic ,Operational,Primary Clinic,Clinic,South Ethiopia Region,Koore zone,Kele Town,,,
5a7cea9c-8c38-48f9-993e-365e6ebc43c7,1060674,Tsehay Medium Clinic,Operational,Medium Clinic,Clinic,South West Ethiopia Region,Bench Sheko Zone,Shey Bench Woreda,,,
a313d369-8d25-4d68-9050-590c8e560115,1065622,Tsehay Mengesha Memorial Medium Clinic,Operational,Medium Clinic,Clinic,Addis Ababa City Administration,Yeka Sub City,Woreda 8,,,
28da7ab8-a1dd-4551-98d5-26a05a0420a5,1058970,Tsehay Metal Industry organization Primary Clinic,Operational,Institution Based Primary Clinic,Clinic,Addis Ababa City Administration,Akaki Kality Sub City,Woreda 12,,,
502fe342-2a16-4185-acbe-0c05c19bebf0,1097376,Tsehaynesh Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,Awi Zone,Guangua,,,
06ea5459-60b7-441b-a300-8cc8b6769a42,1035765,Tsehay Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,South West Shewa,Becho,,,
e0c5129f-376b-4912-a685-68256c55fffa,1035993,Tsehay Primary Clinic,Operational,Primary Clinic,Clinic,South West Ethiopia Region,Kaffa Zone,Gimbo Woreda,,,
4dfeebb1-98ca-41b3-ae71-99d242bd3caa,1077647,Tsehay primery clinic,Operational,Primary Clinic,Clinic,Amhara Region,Awi Zone,Fagitalekoma,,,
b0523ba6-8703-48a1-8ede-55e11d2f80f3,1058683,Tsemaha Primary Clinic,Operational,Primary Clinic,Clinic,South Ethiopia Region,Ale zone,Kolango Zuria Woreda,,,
a973ec60-4cc9-47f5-b5a3-02ea84cd734e,1047454,Tsemako Primery Clinic,Operational,Primary Clinic,Clinic,South Ethiopia Region,South omo zone,Bena tsemay woreda,,,
c2e8635e-7a6f-4370-8295-f21777d384e5,1044194,Tsenate primary clinic,Operational,Primary Clinic,Clinic,Gambella Region,Agniwa zone,Dimma,,,
a7940117-0b40-4fcd-b9ff-1805500da72c,1030514,Tsenu Medium Clinic,Operational,Medium Clinic,Clinic,Addis Ababa City Administration,Bole Sub City,Woreda 6,,,
a7f040de-dd91-4036-91f7-a83ac6367f5e,1046631,Tsige Abenezer pirimary clinc,Operational,Primary Clinic,Clinic,South Ethiopia Region,Sodo Twon,Sodo Twon,,,
066a7d28-32ea-4552-b320-d986f98b4ba7,1030250,Tsigereda Anania Internal Medicine,Approved,Operational,"Maternal and Child (MCH) Center,Surgery Center,Internal Medicine Center",Specialty Center,Addis Ababa City Administration,Arada Sub City,,61348.0,
8a487983-9a91-4fe7-abd8-fcdfa17a3851,1093656,Tsigereda Medium Clinic,Operational,Medium Clinic,Clinic,South West Ethiopia Region,Bench Sheko Zone,South Bench Woreda,,,
754a8adf-d194-4982-b77b-dbabbb298025,1073303,Tsigie  Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,North Gojjam Zone,Yilemana denisa Woreda,,,
74163d3a-65c6-4d81-be91-233d7176f052,1099432,Tsilal Medium Clinic,Operational,Medium Clinic,Clinic,Tigray Region,Central Zone,Axum Town,,,
89d100ae-1668-4d22-9d74-0a7966900b82,1087578,Tsimbla Medium Clinic,Operational,Medium Clinic,Clinic,Tigray Region,North West Zone,Endabaguna Town,,,
9570252e-36b5-41ea-a5db-92708fb0e785,1101713,Tsinat Mediuma Clinic,Operational,Medium Clinic,Clinic,Addis Ababa City Administration,Nifas Silk Lafto Sub City,Woreda 15,,,
8f380a53-bbe7-4cbd-aad8-bd1c4b8b1911,1077337,Tsinat Medium Clinic,Operational,Medium Clinic,Clinic,Amhara Region,North Shoa Zone,Shoarobit Town,,,
db0d2234-a31e-40a5-8913-0a06f6a65be9,1089066,Tsinat Primary Clinic,Operational,Primary Clinic,Clinic,South Ethiopia Region,Ale zone,Kolango Zuria Woreda,,,
6e76cb6b-8c4b-4fc2-84f5-0debdc6f4899,1082774,Tsinu Kal Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,North Wollo Zone,Raya Alamata,,,
79859425-5f73-4339-825d-a2f62bd3527f,1087647,Tsion Dental Specialty Clinic,Operational,Dental Speciality Clinic,Specialty Clinic,Tigray Region,North West Zone,Shire Endasilase,,,
27267784-77e1-48a0-8ce4-71869356272b,1001339,Tsion Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Batu Town,Batu Town,,,
77bc2257-0ef4-4cb2-b6fa-934a4b3ec92c,1085232,Tsion Medium Clinic,Operational,Medium Clinic,Clinic,Amhara Region,Waghimera Zone,Sekota Town,,,
1fd71d83-1b9d-4cb8-b1b6-3b25d3ea5923,1090822,Tsion Medium Clinic  ,Operational,Medium Clinic,Clinic,Oromia Region,Nekemte Town,Nekemte Town,,,
56abc765-8e5e-41ab-afcf-fb7e5799e9ff,1060678,Tsion Obstetrics and Gynecology Specialty Clinic,Operational,Obstetrics and gynecology clinic,Specialty Clinic,Addis Ababa City Administration,Nifas Silk Lafto Sub City,Woreda 11,,,
1c9067e0-c782-4360-af11-c398fef41574,1088175,Tsion Obstetrics And Gynecology Specialty Clinic,Operational,Obstetrics and gynecology clinic,Specialty Clinic,Tigray Region,South East Zone,Adigudem Town,,,
